Gene	Tissue	Gene name	Cluster	Cell type	Read count	pTPM
9606.ENSP00000234590	kidney	ENO1	c-11	distal tubular cells	549908.0	860.1
9606.ENSP00000234590	kidney	ENO1	c-9	macrophages	1789589.0	491.2
9606.ENSP00000234590	kidney	ENO1	c-7	t-cells	1734364.0	363.8
9606.ENSP00000234590	kidney	ENO1	c-13	b-cells	240783.0	261.6
9606.ENSP00000234590	liver	ENO1	c-15	t-cells	707627.0	501.7
9606.ENSP00000234590	liver	ENO1	c-9	kupffer cells	1347380.0	413.4
9606.ENSP00000234590	liver	ENO1	c-6	b-cells	3450795.0	342.2
9606.ENSP00000234590	liver	ENO1	c-14	cholangiocytes	598450.0	330.9
9606.ENSP00000234590	liver	ENO1	c-7	hepatocytes	3286610.0	250.4
9606.ENSP00000234590	liver	ENO1	c-12	endothelial cells	983671.0	165.7
9606.ENSP00000234590	liver	ENO1	c-4	hepatic stellate cells	2530769.0	147.8
9606.ENSP00000234590	liver	ENO1	c-16	erythroid cells	636896.0	12.6
9606.ENSP00000234590	lung	ENO1	c-11	basal respiratory cells	2988336.0	1846.2
9606.ENSP00000234590	lung	ENO1	c-15	ionocytes	378503.0	1022.4
9606.ENSP00000234590	lung	ENO1	c-8	club cells	4397763.0	916.6
9606.ENSP00000234590	lung	ENO1	c-5	fibroblasts	738761.0	694.4
9606.ENSP00000234590	lung	ENO1	c-1	alveolar cells type 2	1202921.0	659.2
9606.ENSP00000234590	lung	ENO1	c-7	club cells	594656.0	650.8
9606.ENSP00000234590	lung	ENO1	c-2	macrophages	757374.0	628.5
9606.ENSP00000234590	lung	ENO1	c-10	alveolar cells type 1	181256.0	480.0
9606.ENSP00000234590	lung	ENO1	c-3	t-cells	540980.0	427.0
9606.ENSP00000234590	lung	ENO1	c-4	granulocytes	326433.0	364.5
9606.ENSP00000234590	lung	ENO1	c-9	endothelial cells	192094.0	343.6
9606.ENSP00000234590	lung	ENO1	c-8	respiratory ciliated cells	474551.0	318.2
9606.ENSP00000234590	lung	ENO1	c-1	respiratory ciliated cells	8320942.0	312.9
9606.ENSP00000234590	lung	ENO1	c-14	smooth muscle cells	862691.0	249.2
9606.ENSP00000234590	muscle					
9606.ENSP00000234590	placenta	ENO1	c-12	extravillous trophoblasts	24674055.0	1824.7
9606.ENSP00000234590	placenta	ENO1	c-7	cytotrophoblasts	23862544.0	1270.0
9606.ENSP00000234590	placenta	ENO1	c-9	hofbauer cells	14611761.0	1051.3
9606.ENSP00000234590	placenta	ENO1	c-10	syncytiotrophoblasts	12568358.0	732.2
9606.ENSP00000234590	placenta	ENO1	c-18	fibroblasts	2005662.0	717.0
9606.ENSP00000234590	placenta	ENO1	c-17	endothelial cells	1521168.0	527.2
9606.ENSP00000234590	mouth					
9606.ENSP00000234590	skin	ENO1	c-13	melanocytes	558734.0	451.0
9606.ENSP00000234590	skin	ENO1	c-12	langerhans cells	788770.0	376.5
9606.ENSP00000234590	skin	ENO1	c-7	t-cells	2726851.0	364.5
9606.ENSP00000234590	skin	ENO1	c-5	basal keratinocytes	9562322.0	326.8
9606.ENSP00000234590	skin	ENO1	c-9	fibroblasts	1766992.0	290.3
9606.ENSP00000234590	skin	ENO1	c-6	suprabasal keratinocytes	9007898.0	246.1
9606.ENSP00000234590	skin	ENO1	c-4	endothelial cells	6948365.0	242.5
9606.ENSP00000234590	skin	ENO1	c-10	smooth muscle cells	874801.0	235.5
9606.ENSP00000234590	urogenital system					
9606.ENSP00000234701	gastrointestinal tract					
9606.ENSP00000234701	gastrointestinal tract					
9606.ENSP00000234701	intestine	CLCA1	c-10	intestinal goblet cells	482730.0	11563.4
9606.ENSP00000234701	intestine	CLCA1	c-1	intestinal goblet cells	3656338.0	1631.1
9606.ENSP00000234701	intestine	CLCA1	c-1	intestinal goblet cells	1438754.0	1152.4
9606.ENSP00000234701	intestine	CLCA1	c-8	undifferentiated cells	3910510.0	199.5
9606.ENSP00000234701	intestine	CLCA1	c-4	proximal enterocytes	6120888.0	160.9
9606.ENSP00000234701	intestine	CLCA1	c-11	paneth cells	329372.0	97.2
9606.ENSP00000234701	intestine	CLCA1	c-6	undifferentiated cells	7961100.0	96.5
9606.ENSP00000234701	intestine	CLCA1	c-5	distal enterocytes	995778.0	47.2
9606.ENSP00000234701	intestine	CLCA1	c-2	undifferentiated cells	1419750.0	33.8
9606.ENSP00000234701	intestine	CLCA1	c-9	distal enterocytes	3572261.0	26.9
9606.ENSP00000234701	intestine	CLCA1	c-2	paneth cells	5929594.0	22.3
9606.ENSP00000234701	intestine	CLCA1	c-15	granulocytes	49461.0	20.2
9606.ENSP00000234701	intestine	CLCA1	c-11	paneth cells	342270.0	14.6
9606.ENSP00000234701	intestine	CLCA1	c-11	enteroendocrine cells	348970.0	11.5
9606.ENSP00000234701	intestine	CLCA1	c-12	b-cells	370114.0	10.8
9606.ENSP00000234701	intestine	CLCA1	c-14	enteroendocrine cells	157206.0	6.4
9606.ENSP00000234701	intestine	CLCA1	c-3	t-cells	1281402.0	6.2
9606.ENSP00000234701	intestine	CLCA1	c-10	intestinal goblet cells	482730.0	11563.4
9606.ENSP00000234701	intestine	CLCA1	c-1	intestinal goblet cells	3656338.0	1631.1
9606.ENSP00000234701	intestine	CLCA1	c-1	intestinal goblet cells	1438754.0	1152.4
9606.ENSP00000234701	intestine	CLCA1	c-8	undifferentiated cells	3910510.0	199.5
9606.ENSP00000234701	intestine	CLCA1	c-4	proximal enterocytes	6120888.0	160.9
9606.ENSP00000234701	intestine	CLCA1	c-11	paneth cells	329372.0	97.2
9606.ENSP00000234701	intestine	CLCA1	c-6	undifferentiated cells	7961100.0	96.5
9606.ENSP00000234701	intestine	CLCA1	c-5	distal enterocytes	995778.0	47.2
9606.ENSP00000234701	intestine	CLCA1	c-2	undifferentiated cells	1419750.0	33.8
9606.ENSP00000234701	intestine	CLCA1	c-9	distal enterocytes	3572261.0	26.9
9606.ENSP00000234701	intestine	CLCA1	c-2	paneth cells	5929594.0	22.3
9606.ENSP00000234701	intestine	CLCA1	c-15	granulocytes	49461.0	20.2
9606.ENSP00000234701	intestine	CLCA1	c-11	paneth cells	342270.0	14.6
9606.ENSP00000234701	intestine	CLCA1	c-11	enteroendocrine cells	348970.0	11.5
9606.ENSP00000234701	intestine	CLCA1	c-12	b-cells	370114.0	10.8
9606.ENSP00000234701	intestine	CLCA1	c-14	enteroendocrine cells	157206.0	6.4
9606.ENSP00000234701	intestine	CLCA1	c-3	t-cells	1281402.0	6.2
9606.ENSP00000234831	brain	TMEM59	c-12	oligodendrocytes	8026745.0	254.2
9606.ENSP00000234831	brain	TMEM59	c-44	excitatory neurons	1529825.0	109.8
9606.ENSP00000234831	brain	TMEM59	c-35	astrocytes	1538564.0	98.8
9606.ENSP00000234831	brain	TMEM59	c-42	oligodendrocyte precursor cells	1265946.0	94.8
9606.ENSP00000234831	brain	TMEM59	c-21	inhibitory neurons	20255965.0	81.5
9606.ENSP00000234831	brain	TMEM59	c-43	microglial cells	390440.0	74.3
9606.ENSP00000234831	eye	TMEM59	c-7	muller glia cells	3614296.0	784.1
9606.ENSP00000234831	eye	TMEM59	c-3	rod photoreceptor cells	2023533.0	560.9
9606.ENSP00000234831	eye	TMEM59	c-9	bipolar cells	1134365.0	424.9
9606.ENSP00000234831	eye	TMEM59	c-13	endothelial cells	747331.0	401.4
9606.ENSP00000234831	eye	TMEM59	c-12	horizontal cells	223503.0	353.5
9606.ENSP00000234831	eye	TMEM59	c-11	cone photoreceptor cells	181322.0	314.4
9606.ENSP00000234831	gastrointestinal tract					
9606.ENSP00000234831	intestine	TMEM59	c-4	distal enterocytes	881948.0	1178.1
9606.ENSP00000234831	intestine	TMEM59	c-11	paneth cells	342270.0	1136.5
9606.ENSP00000234831	intestine	TMEM59	c-5	distal enterocytes	3367989.0	971.2
9606.ENSP00000234831	intestine	TMEM59	c-10	intestinal goblet cells	1688187.0	851.2
9606.ENSP00000234831	intestine	TMEM59	c-14	enteroendocrine cells	157206.0	814.2
9606.ENSP00000234831	intestine	TMEM59	c-11	paneth cells	329372.0	804.6
9606.ENSP00000234831	intestine	TMEM59	c-2	proximal enterocytes	7033736.0	747.3
9606.ENSP00000234831	intestine	TMEM59	c-2	paneth cells	5929594.0	738.7
9606.ENSP00000234831	intestine	TMEM59	c-1	intestinal goblet cells	1438754.0	737.4
9606.ENSP00000234831	intestine	TMEM59	c-2	undifferentiated cells	1419750.0	722.7
9606.ENSP00000234831	intestine	TMEM59	c-10	intestinal goblet cells	482730.0	702.3
9606.ENSP00000234831	intestine	TMEM59	c-3	undifferentiated cells	5928643.0	578.7
9606.ENSP00000234831	intestine	TMEM59	c-11	enteroendocrine cells	348970.0	427.0
9606.ENSP00000234831	intestine	TMEM59	c-8	undifferentiated cells	3910510.0	420.4
9606.ENSP00000234831	intestine	TMEM59	c-3	t-cells	1281402.0	377.7
9606.ENSP00000234831	intestine	TMEM59	c-15	granulocytes	49461.0	343.7
9606.ENSP00000234831	intestine	TMEM59	c-12	b-cells	370114.0	286.4
9606.ENSP00000234831	kidney	TMEM59	c-12	collecting duct cells	369870.0	643.5
9606.ENSP00000234831	kidney	TMEM59	c-8	proximal tubular cells	1883274.0	588.9
9606.ENSP00000234831	kidney	TMEM59	c-7	t-cells	1734364.0	301.6
9606.ENSP00000234831	kidney	TMEM59	c-9	macrophages	1789589.0	239.7
9606.ENSP00000234831	kidney	TMEM59	c-13	b-cells	240783.0	232.6
9606.ENSP00000234831	kidney	TMEM59	c-11	distal tubular cells	549908.0	149.1
9606.ENSP00000234831	lung	TMEM59	c-10	respiratory ciliated cells	3091119.0	1725.3
9606.ENSP00000234831	lung	TMEM59	c-3	club cells	7739077.0	1647.6
9606.ENSP00000234831	lung	TMEM59	c-15	ionocytes	378503.0	1468.9
9606.ENSP00000234831	lung	TMEM59	c-12	basal respiratory cells	2187154.0	1340.6
9606.ENSP00000234831	lung	TMEM59	c-8	respiratory ciliated cells	474551.0	678.5
9606.ENSP00000234831	lung	TMEM59	c-14	smooth muscle cells	862691.0	630.6
9606.ENSP00000234831	lung	TMEM59	c-10	alveolar cells type 1	181256.0	402.7
9606.ENSP00000234831	lung	TMEM59	c-7	club cells	594656.0	311.1
9606.ENSP00000234831	lung	TMEM59	c-0	macrophages	1636431.0	270.1
9606.ENSP00000234831	lung	TMEM59	c-9	endothelial cells	192094.0	260.3
9606.ENSP00000234831	lung	TMEM59	c-1	alveolar cells type 2	1202921.0	233.6
9606.ENSP00000234831	lung	TMEM59	c-3	t-cells	540980.0	195.9
9606.ENSP00000234831	lung	TMEM59	c-4	granulocytes	326433.0	193.0
9606.ENSP00000234831	lung	TMEM59	c-5	fibroblasts	738761.0	177.3
9606.ENSP00000234831	urogenital system					
9606.ENSP00000236147	blood					
9606.ENSP00000236147	spleen	SELL	c-4	t-cells	781555.0	625.7
9606.ENSP00000236147	spleen	SELL	c-0	b-cells	2862754.0	247.3
9606.ENSP00000236147	spleen	SELL	c-5	macrophages	955802.0	195.6
9606.ENSP00000236147	spleen	SELL	c-3	plasma cells	5492639.0	37.7
9606.ENSP00000236192	brain	VAMP4	c-43	microglial cells	390440.0	53.8
9606.ENSP00000236192	brain	VAMP4	c-15	inhibitory neurons	19261792.0	39.0
9606.ENSP00000236192	brain	VAMP4	c-13	excitatory neurons	32299866.0	38.7
9606.ENSP00000236192	brain	VAMP4	c-35	astrocytes	1538564.0	36.4
9606.ENSP00000236192	brain	VAMP4	c-12	oligodendrocytes	8026745.0	32.8
9606.ENSP00000236192	brain	VAMP4	c-42	oligodendrocyte precursor cells	1265946.0	29.2
9606.ENSP00000236850	heart	APOA1	c-4	cardiomyocytes	62434046.0	19.3
9606.ENSP00000236850	heart	APOA1	c-5	endothelial cells	21521186.0	18.1
9606.ENSP00000236850	heart	APOA1	c-7	smooth muscle cells	17106114.0	14.9
9606.ENSP00000236850	heart	APOA1	c-9	fibroblasts	17544967.0	5.2
9606.ENSP00000236850	heart	APOA1	c-6	mixed immune cells	9544156.0	2.5
9606.ENSP00000236850	liver	APOA1	c-2	hepatocytes	5559913.0	16897.7
9606.ENSP00000236850	liver	APOA1	c-3	kupffer cells	3560013.0	569.1
9606.ENSP00000236850	liver	APOA1	c-14	cholangiocytes	598450.0	559.8
9606.ENSP00000236850	liver	APOA1	c-10	t-cells	809515.0	534.9
9606.ENSP00000236850	liver	APOA1	c-4	hepatic stellate cells	2530769.0	507.8
9606.ENSP00000236850	liver	APOA1	c-13	b-cells	339171.0	465.8
9606.ENSP00000236850	liver	APOA1	c-12	endothelial cells	983671.0	443.2
9606.ENSP00000236850	liver	APOA1	c-16	erythroid cells	636896.0	314.0
9606.ENSP00000236850	liver	APOA1	c-2	hepatocytes	5559913.0	16897.7
9606.ENSP00000236850	liver	APOA1	c-3	kupffer cells	3560013.0	569.1
9606.ENSP00000236850	liver	APOA1	c-14	cholangiocytes	598450.0	559.8
9606.ENSP00000236850	liver	APOA1	c-10	t-cells	809515.0	534.9
9606.ENSP00000236850	liver	APOA1	c-4	hepatic stellate cells	2530769.0	507.8
9606.ENSP00000236850	liver	APOA1	c-13	b-cells	339171.0	465.8
9606.ENSP00000236850	liver	APOA1	c-12	endothelial cells	983671.0	443.2
9606.ENSP00000236850	liver	APOA1	c-16	erythroid cells	636896.0	314.0
9606.ENSP00000236850	liver	APOA1	c-2	hepatocytes	5559913.0	16897.7
9606.ENSP00000236850	liver	APOA1	c-3	kupffer cells	3560013.0	569.1
9606.ENSP00000236850	liver	APOA1	c-14	cholangiocytes	598450.0	559.8
9606.ENSP00000236850	liver	APOA1	c-10	t-cells	809515.0	534.9
9606.ENSP00000236850	liver	APOA1	c-4	hepatic stellate cells	2530769.0	507.8
9606.ENSP00000236850	liver	APOA1	c-13	b-cells	339171.0	465.8
9606.ENSP00000236850	liver	APOA1	c-12	endothelial cells	983671.0	443.2
9606.ENSP00000236850	liver	APOA1	c-16	erythroid cells	636896.0	314.0
9606.ENSP00000236850	liver	APOA1	c-2	hepatocytes	5559913.0	16897.7
9606.ENSP00000236850	liver	APOA1	c-3	kupffer cells	3560013.0	569.1
9606.ENSP00000236850	liver	APOA1	c-14	cholangiocytes	598450.0	559.8
9606.ENSP00000236850	liver	APOA1	c-10	t-cells	809515.0	534.9
9606.ENSP00000236850	liver	APOA1	c-4	hepatic stellate cells	2530769.0	507.8
9606.ENSP00000236850	liver	APOA1	c-13	b-cells	339171.0	465.8
9606.ENSP00000236850	liver	APOA1	c-12	endothelial cells	983671.0	443.2
9606.ENSP00000236850	liver	APOA1	c-16	erythroid cells	636896.0	314.0
9606.ENSP00000236877	brain	SLC8A2	c-20	excitatory neurons	33072787.0	85.1
9606.ENSP00000236877	brain	SLC8A2	c-25	inhibitory neurons	11671127.0	52.2
9606.ENSP00000236877	brain	SLC8A2	c-12	oligodendrocytes	8026745.0	9.2
9606.ENSP00000236877	brain	SLC8A2	c-42	oligodendrocyte precursor cells	1265946.0	7.9
9606.ENSP00000236877	brain	SLC8A2	c-35	astrocytes	1538564.0	3.9
9606.ENSP00000236877	brain	SLC8A2	c-43	microglial cells	390440.0	2.6
9606.ENSP00000236959	brain	ATIC	c-37	oligodendrocytes	2228281.0	38.1
9606.ENSP00000236959	brain	ATIC	c-35	astrocytes	1538564.0	37.0
9606.ENSP00000236959	brain	ATIC	c-36	excitatory neurons	11162764.0	33.4
9606.ENSP00000236959	brain	ATIC	c-30	inhibitory neurons	15212132.0	31.4
9606.ENSP00000236959	brain	ATIC	c-42	oligodendrocyte precursor cells	1265946.0	26.1
9606.ENSP00000236959	brain	ATIC	c-43	microglial cells	390440.0	7.7
9606.ENSP00000236959	gastrointestinal tract					
9606.ENSP00000236959	intestine	ATIC	c-13	undifferentiated cells	175867.0	113.7
9606.ENSP00000236959	intestine	ATIC	c-8	undifferentiated cells	3910510.0	61.9
9606.ENSP00000236959	intestine	ATIC	c-6	undifferentiated cells	7961100.0	48.7
9606.ENSP00000236959	intestine	ATIC	c-2	paneth cells	5929594.0	48.1
9606.ENSP00000236959	intestine	ATIC	c-0	distal enterocytes	1954169.0	42.0
9606.ENSP00000236959	intestine	ATIC	c-4	intestinal goblet cells	8061340.0	41.9
9606.ENSP00000236959	intestine	ATIC	c-15	granulocytes	49461.0	40.4
9606.ENSP00000236959	intestine	ATIC	c-12	b-cells	370114.0	37.8
9606.ENSP00000236959	intestine	ATIC	c-3	t-cells	1281402.0	34.3
9606.ENSP00000236959	intestine	ATIC	c-1	intestinal goblet cells	1438754.0	32.7
9606.ENSP00000236959	intestine	ATIC	c-9	intestinal goblet cells	2031351.0	29.5
9606.ENSP00000236959	intestine	ATIC	c-11	enteroendocrine cells	348970.0	28.7
9606.ENSP00000236959	intestine	ATIC	c-14	enteroendocrine cells	157206.0	25.4
9606.ENSP00000236959	intestine	ATIC	c-4	proximal enterocytes	6120888.0	19.8
9606.ENSP00000236959	intestine	ATIC	c-9	distal enterocytes	3572261.0	18.8
9606.ENSP00000236959	intestine	ATIC	c-11	paneth cells	329372.0	18.2
9606.ENSP00000236959	intestine	ATIC	c-11	paneth cells	342270.0	2.9
9606.ENSP00000236959	urogenital system					
9606.ENSP00000237612	brain	ABCG2	c-43	microglial cells	390440.0	507.1
9606.ENSP00000237612	brain	ABCG2	c-42	oligodendrocyte precursor cells	1265946.0	17.4
9606.ENSP00000237612	brain	ABCG2	c-35	astrocytes	1538564.0	7.8
9606.ENSP00000237612	brain	ABCG2	c-44	excitatory neurons	1529825.0	3.9
9606.ENSP00000237612	brain	ABCG2	c-38	inhibitory neurons	6521624.0	1.8
9606.ENSP00000237612	brain	ABCG2	c-12	oligodendrocytes	8026745.0	1.4
9606.ENSP00000238497	brain	VPS4B	c-37	oligodendrocytes	2228281.0	77.2
9606.ENSP00000238497	brain	VPS4B	c-38	inhibitory neurons	6521624.0	57.2
9606.ENSP00000238497	brain	VPS4B	c-43	microglial cells	390440.0	51.2
9606.ENSP00000238497	brain	VPS4B	c-40	excitatory neurons	6366520.0	43.8
9606.ENSP00000238497	brain	VPS4B	c-35	astrocytes	1538564.0	42.9
9606.ENSP00000238497	brain	VPS4B	c-42	oligodendrocyte precursor cells	1265946.0	29.2
9606.ENSP00000238667	urogenital system					
9606.ENSP00000238831	brain	YIPF4	c-43	microglial cells	390440.0	58.9
9606.ENSP00000238831	brain	YIPF4	c-12	oligodendrocytes	8026745.0	45.2
9606.ENSP00000238831	brain	YIPF4	c-42	oligodendrocyte precursor cells	1265946.0	34.8
9606.ENSP00000238831	brain	YIPF4	c-26	inhibitory neurons	14766772.0	32.1
9606.ENSP00000238831	brain	YIPF4	c-36	excitatory neurons	11162764.0	31.9
9606.ENSP00000238831	brain	YIPF4	c-35	astrocytes	1538564.0	26.0
9606.ENSP00000239446	brain					
9606.ENSP00000239449	brain					
9606.ENSP00000239666	brain	PDZD11	c-43	microglial cells	390440.0	12.8
9606.ENSP00000239666	brain	PDZD11	c-35	astrocytes	1538564.0	9.1
9606.ENSP00000239666	brain	PDZD11	c-38	inhibitory neurons	6521624.0	8.4
9606.ENSP00000239666	brain	PDZD11	c-2	excitatory neurons	74197620.0	6.8
9606.ENSP00000239666	brain	PDZD11	c-42	oligodendrocyte precursor cells	1265946.0	5.5
9606.ENSP00000239666	brain	PDZD11	c-37	oligodendrocytes	2228281.0	4.0
9606.ENSP00000239926	heart	MYOT	c-3	cardiomyocytes	85362196.0	42.3
9606.ENSP00000239926	heart	MYOT	c-5	endothelial cells	21521186.0	18.6
9606.ENSP00000239926	heart	MYOT	c-6	mixed immune cells	9544156.0	16.6
9606.ENSP00000239926	heart	MYOT	c-9	fibroblasts	17544967.0	12.0
9606.ENSP00000239926	heart	MYOT	c-7	smooth muscle cells	17106114.0	9.1
9606.ENSP00000239926	muscle					
9606.ENSP00000239926	muscle					
9606.ENSP00000241014	brain	MAPK8IP1	c-12	oligodendrocytes	8026745.0	73.4
9606.ENSP00000241014	brain	MAPK8IP1	c-14	inhibitory neurons	23790383.0	26.8
9606.ENSP00000241014	brain	MAPK8IP1	c-44	excitatory neurons	1529825.0	22.2
9606.ENSP00000241014	brain	MAPK8IP1	c-35	astrocytes	1538564.0	14.3
9606.ENSP00000241014	brain	MAPK8IP1	c-42	oligodendrocyte precursor cells	1265946.0	5.5
9606.ENSP00000241014	brain	MAPK8IP1	c-43	microglial cells	390440.0	2.6
9606.ENSP00000241261	placenta	TNFSF10	c-17	endothelial cells	1521168.0	190.6
9606.ENSP00000241261	placenta	TNFSF10	c-6	extravillous trophoblasts	42924496.0	188.5
9606.ENSP00000241261	placenta	TNFSF10	c-11	cytotrophoblasts	9294964.0	67.9
9606.ENSP00000241261	placenta	TNFSF10	c-18	fibroblasts	2005662.0	39.4
9606.ENSP00000241261	placenta	TNFSF10	c-9	hofbauer cells	14611761.0	26.5
9606.ENSP00000241261	placenta	TNFSF10	c-10	syncytiotrophoblasts	12568358.0	8.0
9606.ENSP00000242067	brain	BBS9	c-43	microglial cells	390440.0	727.4
9606.ENSP00000242067	brain	BBS9	c-37	oligodendrocytes	2228281.0	533.6
9606.ENSP00000242067	brain	BBS9	c-31	excitatory neurons	26853876.0	409.7
9606.ENSP00000242067	brain	BBS9	c-42	oligodendrocyte precursor cells	1265946.0	375.2
9606.ENSP00000242067	brain	BBS9	c-30	inhibitory neurons	15212132.0	289.7
9606.ENSP00000242067	brain	BBS9	c-35	astrocytes	1538564.0	250.2
9606.ENSP00000242067	urogenital system					
9606.ENSP00000242108	blood					
9606.ENSP00000242108	brain	EEPD1	c-26	inhibitory neurons	14766772.0	326.9
9606.ENSP00000242108	brain	EEPD1	c-12	oligodendrocytes	8026745.0	263.5
9606.ENSP00000242108	brain	EEPD1	c-43	microglial cells	390440.0	122.9
9606.ENSP00000242108	brain	EEPD1	c-29	excitatory neurons	16327339.0	113.5
9606.ENSP00000242108	brain	EEPD1	c-35	astrocytes	1538564.0	59.8
9606.ENSP00000242108	brain	EEPD1	c-42	oligodendrocyte precursor cells	1265946.0	2.4
9606.ENSP00000242285	brain	CLTA	c-12	oligodendrocytes	8026745.0	73.0
9606.ENSP00000242285	brain	CLTA	c-38	inhibitory neurons	6521624.0	67.5
9606.ENSP00000242285	brain	CLTA	c-43	microglial cells	390440.0	56.3
9606.ENSP00000242285	brain	CLTA	c-2	excitatory neurons	74197620.0	56.0
9606.ENSP00000242285	brain	CLTA	c-35	astrocytes	1538564.0	28.6
9606.ENSP00000242285	brain	CLTA	c-42	oligodendrocyte precursor cells	1265946.0	25.3
9606.ENSP00000242285	lung	CLTA	c-14	smooth muscle cells	862691.0	650.3
9606.ENSP00000242285	lung	CLTA	c-1	respiratory ciliated cells	8320942.0	440.3
9606.ENSP00000242285	lung	CLTA	c-12	basal respiratory cells	2187154.0	371.7
9606.ENSP00000242285	lung	CLTA	c-2	club cells	14107300.0	362.4
9606.ENSP00000242285	lung	CLTA	c-15	ionocytes	378503.0	322.3
9606.ENSP00000242285	lung	CLTA	c-8	respiratory ciliated cells	474551.0	307.7
9606.ENSP00000242285	lung	CLTA	c-0	macrophages	1636431.0	286.6
9606.ENSP00000242285	lung	CLTA	c-9	endothelial cells	192094.0	229.1
9606.ENSP00000242285	lung	CLTA	c-10	alveolar cells type 1	181256.0	220.7
9606.ENSP00000242285	lung	CLTA	c-1	alveolar cells type 2	1202921.0	180.4
9606.ENSP00000242285	lung	CLTA	c-7	club cells	594656.0	163.1
9606.ENSP00000242285	lung	CLTA	c-5	fibroblasts	738761.0	93.4
9606.ENSP00000242285	lung	CLTA	c-4	granulocytes	326433.0	91.9
9606.ENSP00000242285	lung	CLTA	c-3	t-cells	540980.0	62.8
9606.ENSP00000242285	placenta	CLTA	c-2	cytotrophoblasts	22258373.0	1068.5
9606.ENSP00000242285	placenta	CLTA	c-10	syncytiotrophoblasts	12568358.0	949.8
9606.ENSP00000242285	placenta	CLTA	c-4	hofbauer cells	18457991.0	909.0
9606.ENSP00000242285	placenta	CLTA	c-18	fibroblasts	2005662.0	548.4
9606.ENSP00000242285	placenta	CLTA	c-12	extravillous trophoblasts	24674055.0	449.4
9606.ENSP00000242285	placenta	CLTA	c-17	endothelial cells	1521168.0	377.3
9606.ENSP00000242285	skin	CLTA	c-11	endothelial cells	1344785.0	235.0
9606.ENSP00000242285	skin	CLTA	c-10	smooth muscle cells	874801.0	214.9
9606.ENSP00000242285	skin	CLTA	c-9	fibroblasts	1766992.0	213.4
9606.ENSP00000242285	skin	CLTA	c-13	melanocytes	558734.0	196.9
9606.ENSP00000242285	skin	CLTA	c-5	basal keratinocytes	9562322.0	154.8
9606.ENSP00000242285	skin	CLTA	c-6	suprabasal keratinocytes	9007898.0	136.0
9606.ENSP00000242285	skin	CLTA	c-12	langerhans cells	788770.0	126.8
9606.ENSP00000242285	skin	CLTA	c-7	t-cells	2726851.0	94.6
9606.ENSP00000242285	urogenital system					
9606.ENSP00000242729	brain	SSPN	c-35	astrocytes	1538564.0	78.0
9606.ENSP00000242729	brain	SSPN	c-42	oligodendrocyte precursor cells	1265946.0	65.6
9606.ENSP00000242729	brain	SSPN	c-43	microglial cells	390440.0	51.2
9606.ENSP00000242729	brain	SSPN	c-12	oligodendrocytes	8026745.0	26.9
9606.ENSP00000242729	brain	SSPN	c-25	inhibitory neurons	11671127.0	16.0
9606.ENSP00000242729	brain	SSPN	c-44	excitatory neurons	1529825.0	9.2
9606.ENSP00000242786	blood					
9606.ENSP00000242786	brain	ADGRE5	c-43	microglial cells	390440.0	17.9
9606.ENSP00000242786	brain	ADGRE5	c-12	oligodendrocytes	8026745.0	16.2
9606.ENSP00000242786	brain	ADGRE5	c-25	inhibitory neurons	11671127.0	15.9
9606.ENSP00000242786	brain	ADGRE5	c-9	excitatory neurons	48578715.0	12.7
9606.ENSP00000242786	brain	ADGRE5	c-42	oligodendrocyte precursor cells	1265946.0	3.2
9606.ENSP00000242786	brain	ADGRE5	c-35	astrocytes	1538564.0	2.6
9606.ENSP00000242786	gastrointestinal tract					
9606.ENSP00000242786	spleen	ADGRE5	c-6	t-cells	590098.0	438.9
9606.ENSP00000242786	spleen	ADGRE5	c-5	macrophages	955802.0	160.1
9606.ENSP00000242786	spleen	ADGRE5	c-0	b-cells	2862754.0	72.7
9606.ENSP00000242786	spleen	ADGRE5	c-3	plasma cells	5492639.0	24.4
9606.ENSP00000243077	brain	LRP1	c-42	oligodendrocyte precursor cells	1265946.0	272.5
9606.ENSP00000243077	brain	LRP1	c-43	microglial cells	390440.0	245.9
9606.ENSP00000243077	brain	LRP1	c-35	astrocytes	1538564.0	226.2
9606.ENSP00000243077	brain	LRP1	c-14	inhibitory neurons	23790383.0	88.3
9606.ENSP00000243077	brain	LRP1	c-13	excitatory neurons	32299866.0	80.0
9606.ENSP00000243077	brain	LRP1	c-12	oligodendrocytes	8026745.0	10.2
9606.ENSP00000243077	lung	LRP1	c-0	macrophages	1636431.0	150.9
9606.ENSP00000243077	lung	LRP1	c-13	smooth muscle cells	1075720.0	74.4
9606.ENSP00000243077	lung	LRP1	c-12	basal respiratory cells	2187154.0	48.0
9606.ENSP00000243077	lung	LRP1	c-5	fibroblasts	738761.0	43.3
9606.ENSP00000243077	lung	LRP1	c-10	respiratory ciliated cells	3091119.0	32.4
9606.ENSP00000243077	lung	LRP1	c-10	alveolar cells type 1	181256.0	22.1
9606.ENSP00000243077	lung	LRP1	c-3	club cells	7739077.0	20.8
9606.ENSP00000243077	lung	LRP1	c-6	alveolar cells type 2	288663.0	20.8
9606.ENSP00000243077	lung	LRP1	c-7	club cells	594656.0	16.8
9606.ENSP00000243077	lung	LRP1	c-4	granulocytes	326433.0	15.3
9606.ENSP00000243077	lung	LRP1	c-9	endothelial cells	192094.0	10.4
